report_date,Property,ADJUSTED_GROSS_REVENUE,ADMISSIONS,WIN_PER_CAPITA,CASINO_SQUARE_FOOTAGE,AVG_DAILY_WIN_PER_SQUARE_FOOT,TABLE_DROP,TABLE_REVENUE,TABLE_REVENUE_PERCENTAGE,NUMBER_OF_TABLE_GAMES,AVG_DAILY_WIN_PER_TABLE_GAME,SLOT_DROP,SLOT_COIN_IN,SLOT_REVENUE,SLOT_REVENUE_PERCENTAGE,NUMBER_OF_SLOT_MACHINES,AVG_DAILY_WIN_PER_SLOT_MACHINE,CITY_TAX,COUNTY_TAX,ENDOWMENT_FUND,STATE_MISC._FUND,STATE_TAX,COVID,BLACKJACK_TABLE_DROP,BLACKJACK_TABLE_REVENUE,BLACKJACK_TABLE_REVENUE_PERCENTAGE,BLACKJACK_NUMBER_OF_TABLE_GAMES,CRAPS_TABLE_DROP,CRAPS_TABLE_REVENUE,CRAPS_TABLE_REVENUE_PERCENTAGE,CRAPS_NUMBER_OF_TABLE_GAMES,ROULETTE_TABLE_DROP,ROULETTE_TABLE_REVENUE,ROULETTE_TABLE_REVENUE_PERCENTAGE,ROULETTE_NUMBER_OF_TABLE_GAMES,MISSISSIPPI_STUD_TABLE_DROP,MISSISSIPPI_STUD_TABLE_REVENUE,MISSISSIPPI_STUD_TABLE_REVENUE_PERCENTAGE,MISSISSIPPI_STUD_NUMBER_OF_TABLE_GAMES,ULTIMATE_TEXAS_HOLD'EM_TABLE_DROP,ULTIMATE_TEXAS_HOLD'EM_TABLE_REVENUE,ULTIMATE_TEXAS_HOLD'EM_TABLE_REVENUE_PERCENTAGE,ULTIMATE_TEXAS_HOLD'EM_NUMBER_OF_TABLE_GAMES,PAI_GOW_POKER_TABLE_DROP,PAI_GOW_POKER_TABLE_REVENUE,PAI_GOW_POKER_TABLE_REVENUE_PERCENTAGE,PAI_GOW_POKER_NUMBER_OF_TABLE_GAMES,ELECTRONIC_TABLE_GAMES_TABLE_DROP,ELECTRONIC_TABLE_GAMES_TABLE_REVENUE,ELECTRONIC_TABLE_GAMES_TABLE_REVENUE_PERCENTAGE,ELECTRONIC_TABLE_GAMES_NUMBER_OF_TABLE_GAMES,OTHER_TABLE_DROP,OTHER_TABLE_REVENUE,OTHER_TABLE_REVENUE_PERCENTAGE,OTHER_NUMBER_OF_TABLE_GAMES,POKER_TABLE_DROP,POKER_TABLE_REVENUE,POKER_TABLE_REVENUE_PERCENTAGE,POKER_NUMBER_OF_TABLE_GAMES,OTHER_SLOTS_SLOT_COIN_IN,OTHER_SLOTS_SLOT_REVENUE,OTHER_SLOTS_SLOT_REVENUE_PERCENTAGE,OTHER_SLOTS_NUMBER_OF_SLOT_MACHINES,0.01_SLOTS_SLOT_COIN_IN,0.01_SLOTS_SLOT_REVENUE,0.01_SLOTS_SLOT_REVENUE_PERCENTAGE,0.01_SLOTS_NUMBER_OF_SLOT_MACHINES,0.05_SLOTS_SLOT_COIN_IN,0.05_SLOTS_SLOT_REVENUE,0.05_SLOTS_SLOT_REVENUE_PERCENTAGE,0.05_SLOTS_NUMBER_OF_SLOT_MACHINES,0.25_SLOTS_SLOT_COIN_IN,0.25_SLOTS_SLOT_REVENUE,0.25_SLOTS_SLOT_REVENUE_PERCENTAGE,0.25_SLOTS_NUMBER_OF_SLOT_MACHINES,1.00_SLOTS_SLOT_COIN_IN,1.00_SLOTS_SLOT_REVENUE,1.00_SLOTS_SLOT_REVENUE_PERCENTAGE,1.00_SLOTS_NUMBER_OF_SLOT_MACHINES,2.00_SLOTS_SLOT_COIN_IN,2.00_SLOTS_SLOT_REVENUE,2.00_SLOTS_SLOT_REVENUE_PERCENTAGE,2.00_SLOTS_NUMBER_OF_SLOT_MACHINES,5.00_SLOTS_SLOT_COIN_IN,5.00_SLOTS_SLOT_REVENUE,5.00_SLOTS_SLOT_REVENUE_PERCENTAGE,5.00_SLOTS_NUMBER_OF_SLOT_MACHINES,10.00_SLOTS_SLOT_COIN_IN,10.00_SLOTS_SLOT_REVENUE,10.00_SLOTS_SLOT_REVENUE_PERCENTAGE,10.00_SLOTS_NUMBER_OF_SLOT_MACHINES,25.00_SLOTS_SLOT_COIN_IN,25.00_SLOTS_SLOT_REVENUE,25.00_SLOTS_SLOT_REVENUE_PERCENTAGE,25.00_SLOTS_NUMBER_OF_SLOT_MACHINES,100.00_SLOTS_SLOT_COIN_IN,100.00_SLOTS_SLOT_REVENUE,100.00_SLOTS_SLOT_REVENUE_PERCENTAGE,100.00_SLOTS_NUMBER_OF_SLOT_MACHINES
2017-08-01,Hard Rock Casino,6979880,160368,44,44116,5,3377647,920943,27.27,31,958,35939714,61267246,6058937,9.89,889,220,34899,34899,55839,13960,1395973,,1828040,498796,27.29,20,474400,157642,33.23,3,295703,68648,23.22,2,407444,88585,21.74,2,193758,53370,27.54,1,91315,26901,29.46,1,0,0,0.0,0,86987,27001,31.04,2,0,0,0.0,0,815249.0,52116.0,6.39,6.0,44651509.0,5070073.0,11.35,693.0,1796821.0,103004.0,5.73,36.0,2997189.0,248289.0,8.28,52.0,8850303.0,474100.0,5.36,77.0,0.0,0.0,0.0,0.0,1550940.0,47690.0,3.07,17.0,392460.0,34830.0,8.87,5.0,212775.0,28835.0,13.55,3.0,0.0,0.0,0.0,0.0
2017-08-01,Harrah's Council Bluffs Casino & Hotel,6294068,104978,60,21163,10,4655406,862778,18.53,22,1265,28698928,53358211,5431290,10.18,541,324,31470,31470,50352,12588,1258812,,1910290,343229,17.97,12,734276,92069,12.54,1,417953,108981,26.07,2,112054,50836,45.37,1,0,0,0.0,0,188720,38831,20.58,1,1004942,151185,15.04,3,287171,77647,27.04,2,0,0,0.0,0,0.0,0.0,0.0,0.0,35024536.0,4183639.0,11.94,374.0,5334337.0,279630.0,5.24,49.0,6581616.0,466939.0,7.09,67.0,5162767.0,435367.0,8.43,38.0,0.0,0.0,0.0,0.0,1070880.0,66465.0,6.21,10.0,0.0,0.0,0.0,0.0,184075.0,750.0,0.41,3.0,0.0,0.0,0.0,0.0
2017-08-01,Horseshoe Casino Council Bluffs,14663447,179889,82,59953,8,10771473,2273999,21.11,63,1164,70232828,117973606,12389448,10.5,1408,284,73317,73317,117307,29327,3225956,,3190958,673541,21.11,24,2141668,205201,9.58,5,920453,170382,18.51,5,600556,222497,37.05,2,519773,119335,22.96,2,0,0,0.0,0,0,0,0.0,0,3078367,563345,18.3,7,319698,319698,100.0,18,947914.0,26024.0,2.75,1.0,70644909.0,8641860.0,12.23,947.0,9320342.0,611028.0,6.56,75.0,17281402.0,1170558.0,6.77,203.0,15884689.0,1554743.0,9.79,149.0,0.0,0.0,0.0,0.0,2757355.0,274190.0,9.94,23.0,501770.0,22670.0,4.52,4.0,420725.0,58775.0,13.97,4.0,214500.0,29600.0,13.8,2.0
2017-08-01,Isle Casino Hotel Waterloo,7308768,87358,84,41178,6,3224218,856376,26.56,31,891,42504793,59344735,6452392,10.87,939,222,36544,36544,58470,14618,1461752,,1156197,229916,19.89,12,312747,110996,35.49,2,63078,24080,38.17,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,166887,34842,20.88,6,1525309,456542,29.93,10,0,0,0.0,0,1316317.0,139635.0,10.61,22.0,40436249.0,4815265.0,11.91,675.0,2042682.0,173880.0,8.51,46.0,4528260.0,317600.0,7.01,97.0,8746038.0,819277.0,9.37,81.0,71474.0,3690.0,5.16,1.0,1573865.0,149910.0,9.52,12.0,322950.0,13060.0,4.04,2.0,216300.0,1425.0,0.66,2.0,90600.0,21500.0,23.73,1.0
2017-08-01,Isle of Capri - Bettendorf,6030647,81928,74,36659,5,1943317,392809,20.21,20,634,38161807,56640441,5637838,9.95,970,187,30153,30153,48245,12061,1206127,,1152441,186120,16.15,12,207795,25966,12.5,1,216906,74427,34.31,2,183452,45153,24.61,2,96124,28420,29.57,1,43868,11511,26.24,1,0,0,0.0,0,42731,21212,49.64,1,0,0,0.0,0,265013.0,17278.0,6.52,8.0,34930113.0,4060188.0,11.62,639.0,3330990.0,246695.0,7.41,32.0,7563168.0,531607.0,7.03,132.0,8271130.0,626879.0,7.58,137.0,69902.0,6740.0,9.64,2.0,1638590.0,97151.0,5.93,15.0,326010.0,27100.0,8.31,3.0,245525.0,24200.0,9.86,2.0,0.0,0.0,0.0,0.0
2017-08-01,Lakeside Casino,3956762,45707,87,28290,5,1166061,303195,26.0,13,752,23856399,31503598,3653567,11.6,635,186,19784,19784,31654,7913,791349,,599317,112039,18.69,7,176049,49873,28.33,1,935,236,25.24,1,0,0,0.0,1,0,0,0.0,0,121558,39479,32.48,1,98885,22515,22.77,1,169317,79053,46.69,1,0,0,0.0,0,192886.0,10936.0,5.67,3.0,23636045.0,2944545.0,12.46,497.0,590823.0,39140.0,6.62,20.0,3109120.0,304294.0,9.79,89.0,2146074.0,197187.0,9.19,13.0,0.0,0.0,0.0,0.0,1068620.0,118399.0,11.08,9.0,454680.0,6979.0,1.53,3.0,305350.0,46045.0,15.08,1.0,0.0,0.0,0.0,0.0
2017-08-01,Prairie Meadows Racetrack & Casino,15991251,269567,59,87166,6,7484729,1695523,22.65,49,1116,120482513,177473171,14295728,8.06,1841,250,79956,79956,127930,31982,3518072,,3104444,659605,21.25,23,852559,158955,18.64,3,491543,125324,25.5,3,496817,135790,27.33,3,319137,92809,29.08,2,280414,76134,27.15,1,657580,75993,11.56,2,1102913,191591,17.37,3,179322,179322,100.0,9,0.0,0.0,0.0,0.0,95956671.0,10192747.0,10.62,1318.0,10842529.0,518092.0,4.78,80.0,12128360.0,734151.0,6.05,141.0,47188267.0,2685646.0,5.69,257.0,1204889.0,61080.0,5.07,5.0,7583925.0,298832.0,3.94,31.0,1155330.0,104770.0,9.07,4.0,805800.0,60412.0,7.5,4.0,607400.0,29638.0,4.88,1.0
2017-08-01,Q Casino,4020805,74768,54,46913,3,1395045,385547,27.64,22,565,26292713,37919866,3635258,9.59,820,143,20104,20104,32166,8042,804159,,571415,128935,22.56,10,183024,66827,36.51,2,90697,37892,41.78,1,212972,49893,23.43,1,161986,63585,39.25,1,73657,9712,13.19,1,0,0,0.0,0,84369,11778,13.96,2,16925,16925,100.0,4,0.0,0.0,0.0,0.0,27022481.0,2919675.0,10.8,614.0,1579811.0,109797.0,6.95,37.0,5272267.0,314050.0,5.96,97.0,3645522.0,249254.0,6.84,68.0,0.0,0.0,0.0,0.0,399785.0,42482.0,10.63,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,Rhythm City Casino,5552157,105130,53,37917,5,2020824,460301,22.78,32,464,38487173,54301558,5091856,9.38,789,208,27761,27761,44417,11104,1110430,,974688,192124,19.71,13,247824,53865,21.74,2,149831,15212,10.15,2,157971,42605,26.97,1,149191,37272,24.98,1,55251,13767,24.92,1,182603,47053,25.77,2,67097,22035,32.84,2,36368,36368,100.0,8,0.0,0.0,0.0,0.0,38399937.0,4232871.0,11.02,596.0,2227643.0,141550.0,6.35,25.0,4837708.0,353891.0,7.32,96.0,5614631.0,344250.0,6.13,52.0,648689.0,20564.0,3.17,5.0,1646290.0,57770.0,3.51,10.0,539610.0,37390.0,6.93,3.0,387050.0,21650.0,5.59,2.0,0.0,0.0,0.0,0.0
2017-08-01,Riverside Casino and Golf Resort,6872412,119278,58,51955,4,3524403,676295,19.19,48,454,46787854,65040037,6196117,9.53,964,207,34362,34362,54979,13745,1374479,,1607721,188523,11.73,19,338842,106384,31.4,3,210368,43464,20.66,3,405305,78026,19.25,2,311027,112104,36.04,2,92187,20140,21.85,2,448407,54375,12.13,2,40447,3180,7.86,1,70099,70099,100.0,14,3143670.0,194711.0,6.19,34.0,38758154.0,4484822.0,11.57,599.0,5748007.0,305413.0,5.31,78.0,10000116.0,669637.0,6.7,182.0,4110699.0,279749.0,6.81,32.0,261566.0,11409.0,4.36,4.0,2424190.0,202956.0,8.37,29.0,319310.0,36520.0,11.44,4.0,274325.0,10900.0,3.97,2.0,0.0,0.0,0.0,0.0
2017-08-01,Wild Rose - Clinton,2600683,49205,53,19681,4,646591,129484,20.03,11,380,18606217,26496049,2471199,9.33,548,145,13003,13003,20805,5201,480042,,254926,41707,16.36,4,122737,31038,25.29,1,0,0,0.0,0,0,0,0.0,0,50073,18643,37.23,1,9482,2624,27.67,1,137393,21307,15.51,2,71980,14165,19.68,2,0,0,0.0,0,0.0,0.0,0.0,0.0,19029225.0,1967659.0,10.34,414.0,1817845.0,94656.0,5.21,29.0,1739847.0,144059.0,8.28,58.0,2989697.0,233459.0,7.81,37.0,0.0,0.0,0.0,0.0,632085.0,35841.0,5.67,9.0,0.0,0.0,0.0,0.0,287350.0,4475.0,1.56,1.0,0.0,0.0,0.0,0.0
2017-08-01,Wild Rose - Emmetsburg,2356048,36316,65,16790,5,631335,161036,25.51,11,472,17227170,26572962,2195012,8.26,486,146,11780,11780,18848,4712,416760,,323083,92283,28.56,5,22614,15347,67.87,1,0,0,0.0,0,40081,11474,28.63,1,15325,7001,45.68,1,11928,3533,29.62,1,218304,31398,14.38,2,0,0,0.0,0,0,0,0.0,0,206993.0,15162.0,7.32,8.0,17916042.0,1706780.0,9.53,358.0,741371.0,64915.0,8.76,20.0,4223109.0,212341.0,5.03,60.0,2665496.0,183323.0,6.88,31.0,0.0,0.0,0.0,0.0,734471.0,1199.0,0.16,8.0,85480.0,13690.0,16.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,Wild Rose - Jefferson,2384378,38550,62,16686,5,797846,182859,22.92,13,454,15385779,23231236,2201519,9.48,509,140,11922,11922,19075,4769,418608,,444048,79846,17.98,7,44573,15751,35.34,1,0,0,0.0,0,97861,44918,45.9,1,61466,13953,22.7,1,23490,10922,46.5,1,126297,17238,13.65,1,111,231,208.11,1,0,0,0.0,0,225270.0,15327.0,6.8,4.0,15293033.0,1643962.0,10.75,365.0,923590.0,74920.0,8.11,31.0,2378949.0,163850.0,6.89,53.0,3980776.0,278415.0,6.99,51.0,71968.0,3967.0,5.51,1.0,258100.0,28968.0,11.22,3.0,99550.0,7890.0,7.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,Ameristar II,14022317,152002,92,39174,12,5407774,1379408,25.51,25,1839,77989363,132065443,12642909,9.57,1583,266,70112,70112,112178,28045,2804462,,2740076,705449,25.75,15,902136,229111,25.4,2,494892,109686,22.16,2,166148,51591,31.05,1,610073,141835,23.25,2,107322,28719,26.76,1,0,0,0.0,0,387127,113017,29.19,2,0,0,0.0,0,859842.0,93403.0,10.86,2.0,91833426.0,10174828.0,11.08,1317.0,1796148.0,135660.0,7.55,20.0,12175522.0,582149.0,4.78,126.0,21549072.0,1369505.0,6.36,95.0,994218.0,40581.0,4.08,4.0,1993355.0,135487.0,6.8,14.0,235310.0,13515.0,5.74,1.0,320050.0,65481.0,20.46,2.0,308500.0,32300.0,10.47,2.0
2017-09-01,Casino Queen - Marquette,2103679,21541,98,17514,4,283616,62288,21.96,8,260,14922645,20988621,2041391,9.73,516,132,10518,10518,16829,4207,420734,,123253,23062,18.71,4,0,0,0.0,0,0,0,0.0,0,54949,11377,20.7,1,54807,19127,34.9,1,0,0,0.0,0,50607,8722,17.23,2,0,0,0.0,0,0,0,0.0,0,27581.0,5214.0,18.9,4.0,14509114.0,1572171.0,10.84,348.0,823367.0,79692.0,9.68,36.0,1579281.0,121536.0,7.7,62.0,3493718.0,236468.0,6.77,60.0,0.0,0.0,0.0,0.0,555560.0,26310.0,4.74,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,Catfish Bend Casino,3278586,38607,85,24353,4,1068419,259119,24.25,25,345,19903255,30927750,3019467,9.76,607,166,16393,16393,26229,6557,655715,,434070,104222,24.01,10,144295,27785,19.26,2,55505,17384,31.32,1,18646,7953,42.65,1,115268,26667,23.13,1,99385,26219,26.38,2,0,0,0.0,0,187227,34866,18.62,3,14023,14023,100.0,5,4033160.0,388125.0,9.62,7.0,17459757.0,1890816.0,10.83,454.0,923252.0,58224.0,6.31,51.0,4572620.0,323332.0,7.07,71.0,2930746.0,237847.0,8.12,18.0,0.0,0.0,0.0,0.0,1008215.0,121123.0,12.01,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,Diamond Jo - Dubuque,5895791,78304,75,43495,5,2252405,421524,18.71,21,669,36946241,56394624,5474267,9.71,913,200,29479,29479,47166,11792,1179156,,1133187,145763,12.86,11,325605,85387,26.22,2,154081,45191,29.33,2,0,0,0.0,0,0,0,0.0,0,78219,13588,17.37,1,120414,17979,14.93,1,440899,113616,25.77,4,0,0,0.0,0,436060.0,40293.0,9.24,9.0,39016585.0,4291174.0,11.0,713.0,4840959.0,270479.0,5.59,47.0,5330534.0,346081.0,6.49,82.0,4686396.0,326929.0,6.98,46.0,0.0,0.0,0.0,0.0,2084090.0,199311.0,9.56,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,Diamond Jo - Worth,7474375,98977,76,36363,7,2673346,699556,26.17,32,729,44647959,70393263,6774819,9.62,934,242,37372,37372,59795,14949,1494873,,1078129,175590,16.29,13,699288,222727,31.85,3,165029,43144,26.14,3,233694,74568,31.91,2,115469,32509,28.15,1,0,0,0.0,0,124136,19646,15.83,1,178581,52352,29.32,2,79020,79020,100.0,7,2258326.0,222299.0,9.84,41.0,47625167.0,5375370.0,11.29,709.0,3746403.0,205035.0,5.47,40.0,8442540.0,456936.0,5.41,82.0,4522072.0,270598.0,5.98,31.0,0.0,0.0,0.0,0.0,3798755.0,244581.0,6.44,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,Grand Falls Casino Resort,4460394,79389,56,37810,4,2778920,656406,23.62,35,625,24150256,40257710,3803988,9.45,779,163,22302,22302,35683,8921,892076,,1392950,272845,19.59,18,461137,95402,20.69,2,199940,48652,24.33,3,378181,124015,32.79,2,205984,56084,27.23,1,100871,19551,19.38,1,0,0,0.0,0,0,0,0.0,0,39857,39857,100.0,8,0.0,0.0,0.0,0.0,29737165.0,3220517.0,10.83,602.0,149581.0,6276.0,4.2,2.0,2961522.0,123960.0,4.19,99.0,5169272.0,359804.0,6.96,61.0,0.0,0.0,0.0,0.0,1698970.0,88811.0,5.23,11.0,265900.0,7001.0,2.63,2.0,275300.0,11621.0,4.22,2.0,0.0,0.0,0.0,0.0
2017-09-01,Hard Rock Casino,6617051,146462,45,44116,5,3077649,614014,19.95,31,660,35961680,59891154,6003037,10.02,889,225,33085,33085,52936,13234,1323407,,1575262,229674,14.58,20,476357,86304,18.12,3,268000,77152,28.79,2,423429,115707,27.33,2,189654,44560,23.5,1,60914,23957,39.33,1,0,0,0.0,0,84033,36660,43.63,2,0,0,0.0,0,586502.0,51392.0,8.76,6.0,43885204.0,4942551.0,11.26,693.0,1708015.0,140574.0,8.23,36.0,2870967.0,193183.0,6.73,52.0,9140406.0,614675.0,6.72,77.0,0.0,0.0,0.0,0.0,1122775.0,39461.0,3.51,17.0,439560.0,22370.0,5.09,5.0,137725.0,1169.0,0.85,3.0,0.0,0.0,0.0,0.0
2017-09-01,Harrah's Council Bluffs Casino & Hotel,6424490,105478,61,21163,10,4267053,971838,22.78,22,1472,27939833,51535147,5452652,10.58,541,336,32122,32122,51396,12849,1284896,,1691802,428251,25.31,12,603113,86671,14.37,1,442786,116535,26.32,2,107225,29667,27.67,1,0,0,0.0,0,226267,79896,35.31,1,873924,149020,17.05,3,321936,81798,25.41,2,0,0,0.0,0,0.0,0.0,0.0,0.0,34174589.0,4059937.0,11.88,374.0,5123756.0,309704.0,6.04,49.0,5875195.0,378595.0,6.44,67.0,4760167.0,484166.0,10.17,38.0,0.0,0.0,0.0,0.0,1111240.0,149575.0,13.46,10.0,0.0,0.0,0.0,0.0,490200.0,70675.0,14.42,3.0,0.0,0.0,0.0,0.0
2017-09-01,Horseshoe Casino Council Bluffs,14873626,177582,84,59953,8,10447452,2422345,23.19,63,1282,70788124,121614211,12451281,10.24,1406,295,74368,74368,118989,29747,3272196,,2766174,576143,20.83,24,2305229,372643,16.17,5,1057025,327083,30.94,5,510461,168633,33.04,2,517083,174950,33.83,2,0,0,0.0,0,0,0,0.0,0,2994602,506015,16.9,7,296878,296878,100.0,18,1458976.0,6672.0,0.46,1.0,72182785.0,8826269.0,12.23,945.0,9932986.0,584086.0,5.88,75.0,17735323.0,1300243.0,7.33,203.0,16214466.0,1439221.0,8.88,149.0,0.0,0.0,0.0,0.0,2584950.0,200130.0,7.74,23.0,513650.0,40060.0,7.8,4.0,659675.0,36500.0,5.53,4.0,331400.0,18100.0,5.46,2.0
2017-09-01,Isle Casino Hotel Waterloo,6958763,86261,81,41178,6,3342146,677082,20.26,31,728,42311337,59516249,6281681,10.55,935,224,34794,34794,55670,13917,1391749,,1211204,188704,15.58,12,306645,72857,23.76,2,60427,21121,34.95,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,167251,29434,17.6,6,1596619,364966,22.86,10,0,0,0.0,0,1254500.0,145748.0,11.62,22.0,40438553.0,4786310.0,11.84,671.0,1997903.0,199679.0,9.99,46.0,4640152.0,335486.0,7.23,97.0,8728054.0,706530.0,8.09,81.0,81822.0,5918.0,7.23,1.0,1749585.0,58830.0,3.36,12.0,298780.0,33230.0,11.12,2.0,289100.0,5150.0,1.78,2.0,37800.0,4800.0,12.7,1.0
2017-09-01,Isle of Capri - Bettendorf,5790139,77982,74,36659,5,1911097,346419,18.13,20,577,36939387,55092523,5443720,9.88,974,186,28951,28951,46321,11580,1158025,,1081535,164835,15.24,12,212323,47275,22.27,1,221393,66563,30.07,2,202465,22577,11.15,2,84602,9943,11.75,1,57015,16750,29.38,1,0,0,0.0,0,51764,18476,35.69,1,0,0,0.0,0,316060.0,28697.0,9.08,8.0,34429962.0,3898771.0,11.32,644.0,3075065.0,213730.0,6.95,32.0,7075200.0,500505.0,7.07,131.0,7696813.0,699974.0,9.09,137.0,82898.0,5954.0,7.18,2.0,1845315.0,78009.0,4.23,15.0,312060.0,8430.0,2.7,3.0,259150.0,9650.0,3.72,2.0,0.0,0.0,0.0,0.0
2017-09-01,Lakeside Casino,3816315,41698,92,28290,4,948789,272268,28.7,13,698,22621280,31163460,3544047,11.37,634,186,19082,19082,30530,7633,763261,,426999,103765,24.3,7,182460,64844,35.54,1,2874,955,33.23,1,0,0,0.0,1,0,0,0.0,0,102370,23078,22.54,1,96447,25923,26.88,1,137639,53703,39.02,1,0,0,0.0,0,318806.0,10509.0,3.3,2.0,22895772.0,2808889.0,12.27,497.0,605150.0,35264.0,5.83,20.0,3279983.0,330996.0,10.09,89.0,2076369.0,192357.0,9.26,13.0,0.0,0.0,0.0,0.0,1002955.0,49857.0,4.97,9.0,484750.0,42320.0,8.73,3.0,499675.0,73855.0,14.78,1.0,0.0,0.0,0.0,0.0
2017-09-01,Prairie Meadows Racetrack & Casino,16514757,252871,65,87166,6,7676224,1752523,22.83,46,1270,117821805,170961018,14762234,8.63,1812,272,82574,82574,132118,33029,3633244,,3063781,688618,22.48,21,898171,210276,23.41,2,476658,154126,32.33,3,524600,132029,25.17,3,289780,88760,30.63,2,246875,63895,25.88,1,538043,63786,11.86,2,1455773,296280,20.35,3,182543,182543,100.0,9,78697.0,9227.0,11.72,1.0,95824213.0,10279709.0,10.73,1289.0,11204281.0,631560.0,5.64,77.0,10637042.0,725762.0,6.82,130.0,42843168.0,2547632.0,5.95,271.0,1164787.0,56212.0,4.83,5.0,7155655.0,338619.0,4.73,31.0,780950.0,89630.0,11.48,4.0,733125.0,58660.0,8.0,3.0,539100.0,25223.0,4.68,1.0
2017-09-01,Q Casino,3947304,73112,54,46913,3,1273951,274899,21.58,22,417,26754558,39848752,3672405,9.22,820,149,19736,19736,31578,7895,789459,,502886,78531,15.62,10,176788,58036,32.83,2,94804,19710,20.79,1,165079,22579,13.68,1,146652,38162,26.02,1,66586,15126,22.72,1,0,0,0.0,0,103407,25006,24.18,2,17749,17749,100.0,4,0.0,0.0,0.0,0.0,29017522.0,2995065.0,10.32,614.0,1733989.0,120362.0,6.94,37.0,5158080.0,313244.0,6.07,97.0,3627211.0,210598.0,5.81,68.0,0.0,0.0,0.0,0.0,311950.0,33136.0,10.62,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,Rhythm City Casino,5704560,105183,54,37917,5,2455594,438234,17.85,32,456,37727524,53808060,5266326,9.79,783,224,28523,28523,45636,11409,1140910,,1103503,171910,15.58,13,277446,31079,11.2,2,151549,33066,21.82,2,154658,40821,26.39,1,145776,44187,30.31,1,47051,17537,37.27,1,466233,27863,5.98,2,73460,35853,48.81,2,35918,35918,100.0,8,0.0,0.0,0.0,0.0,38107829.0,4310974.0,11.31,598.0,2078674.0,160561.0,7.72,25.0,4990203.0,346814.0,6.95,88.0,5273521.0,294977.0,5.59,52.0,469903.0,14125.0,3.01,5.0,1529690.0,102175.0,6.68,10.0,683740.0,14800.0,2.16,3.0,674500.0,21900.0,3.25,2.0,0.0,0.0,0.0,0.0
2017-09-01,Riverside Casino and Golf Resort,7035010,126065,56,51955,5,3749653,705737,18.82,48,490,48006414,66512688,6329273,9.52,959,220,35175,35175,56280,14070,1406999,,1671036,255985,15.32,19,427705,81722,19.11,3,206097,51680,25.08,3,471255,70350,14.93,2,287464,85192,29.64,2,75039,16954,22.59,2,510702,68065,13.33,2,36005,11439,31.77,1,64350,64350,100.0,14,3556352.0,230158.0,6.47,34.0,39575665.0,4627435.0,11.69,594.0,5626996.0,282283.0,5.02,78.0,10316845.0,760220.0,7.37,182.0,4089426.0,237616.0,5.81,32.0,206034.0,23228.0,11.27,4.0,2367460.0,113558.0,4.8,29.0,370810.0,3750.0,1.01,4.0,403100.0,51025.0,12.66,2.0,0.0,0.0,0.0,0.0
2017-09-01,Wild Rose - Clinton,2539208,49576,51,19681,4,612313,108372,17.7,11,328,17940581,25931352,2430836,9.37,547,148,12696,12696,20314,5078,507839,,236732,55205,23.32,4,104366,8896,8.52,1,0,0,0.0,0,0,0,0.0,0,56361,1392,2.47,1,13595,4794,35.26,1,120806,26221,21.71,2,80453,11864,14.75,2,0,0,0.0,0,0.0,0.0,0.0,0.0,18536451.0,1930185.0,10.41,413.0,1931049.0,130657.0,6.77,29.0,1727958.0,128388.0,7.43,58.0,2817864.0,185572.0,6.59,37.0,0.0,0.0,0.0,0.0,499730.0,29534.0,5.91,9.0,0.0,0.0,0.0,0.0,418300.0,26500.0,6.34,1.0,0.0,0.0,0.0,0.0
2017-09-01,Wild Rose - Emmetsburg,2511887,36932,68,16790,5,690091,83746,12.14,11,254,17044752,26627473,2428141,9.12,485,167,12559,12559,20095,5024,502375,,320684,14566,4.54,5,15362,3667,23.87,1,0,0,0.0,0,40045,15160,37.86,1,13050,4435,33.98,1,26532,5984,22.55,1,274418,39934,14.55,2,0,0,0.0,0,0,0,0.0,0,240582.0,17336.0,7.21,8.0,18371172.0,1856761.0,10.11,357.0,761019.0,67624.0,8.89,20.0,3769217.0,253550.0,6.73,60.0,2702193.0,165652.0,6.13,31.0,0.0,0.0,0.0,0.0,745470.0,63298.0,8.49,8.0,37820.0,3920.0,10.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
