report_date,Property,ADJUSTED_GROSS_REVENUE,ADMISSIONS,WIN_PER_CAPITA,CASINO_SQUARE_FOOTAGE,AVG_DAILY_WIN_PER_SQUARE_FOOT,TABLE_DROP,TABLE_REVENUE,TABLE_REVENUE_PERCENTAGE,NUMBER_OF_TABLE_GAMES,AVG_DAILY_WIN_PER_TABLE_GAME,SLOT_DROP,SLOT_COIN_IN,SLOT_REVENUE,SLOT_REVENUE_PERCENTAGE,NUMBER_OF_SLOT_MACHINES,AVG_DAILY_WIN_PER_SLOT_MACHINE,CITY_TAX,COUNTY_TAX,ENDOWMENT_FUND,STATE_MISC._FUND,STATE_TAX,COVID,BLACKJACK_TABLE_DROP,BLACKJACK_TABLE_REVENUE,BLACKJACK_TABLE_REVENUE_PERCENTAGE,BLACKJACK_NUMBER_OF_TABLE_GAMES,CRAPS_TABLE_DROP,CRAPS_TABLE_REVENUE,CRAPS_TABLE_REVENUE_PERCENTAGE,CRAPS_NUMBER_OF_TABLE_GAMES,ROULETTE_TABLE_DROP,ROULETTE_TABLE_REVENUE,ROULETTE_TABLE_REVENUE_PERCENTAGE,ROULETTE_NUMBER_OF_TABLE_GAMES,MISSISSIPPI_STUD_TABLE_DROP,MISSISSIPPI_STUD_TABLE_REVENUE,MISSISSIPPI_STUD_TABLE_REVENUE_PERCENTAGE,MISSISSIPPI_STUD_NUMBER_OF_TABLE_GAMES,ULTIMATE_TEXAS_HOLD'EM_TABLE_DROP,ULTIMATE_TEXAS_HOLD'EM_TABLE_REVENUE,ULTIMATE_TEXAS_HOLD'EM_TABLE_REVENUE_PERCENTAGE,ULTIMATE_TEXAS_HOLD'EM_NUMBER_OF_TABLE_GAMES,PAI_GOW_POKER_TABLE_DROP,PAI_GOW_POKER_TABLE_REVENUE,PAI_GOW_POKER_TABLE_REVENUE_PERCENTAGE,PAI_GOW_POKER_NUMBER_OF_TABLE_GAMES,ELECTRONIC_TABLE_GAMES_TABLE_DROP,ELECTRONIC_TABLE_GAMES_TABLE_REVENUE,ELECTRONIC_TABLE_GAMES_TABLE_REVENUE_PERCENTAGE,ELECTRONIC_TABLE_GAMES_NUMBER_OF_TABLE_GAMES,OTHER_TABLE_DROP,OTHER_TABLE_REVENUE,OTHER_TABLE_REVENUE_PERCENTAGE,OTHER_NUMBER_OF_TABLE_GAMES,POKER_TABLE_DROP,POKER_TABLE_REVENUE,POKER_TABLE_REVENUE_PERCENTAGE,POKER_NUMBER_OF_TABLE_GAMES,OTHER_SLOTS_SLOT_COIN_IN,OTHER_SLOTS_SLOT_REVENUE,OTHER_SLOTS_SLOT_REVENUE_PERCENTAGE,OTHER_SLOTS_NUMBER_OF_SLOT_MACHINES,0.01_SLOTS_SLOT_COIN_IN,0.01_SLOTS_SLOT_REVENUE,0.01_SLOTS_SLOT_REVENUE_PERCENTAGE,0.01_SLOTS_NUMBER_OF_SLOT_MACHINES,0.05_SLOTS_SLOT_COIN_IN,0.05_SLOTS_SLOT_REVENUE,0.05_SLOTS_SLOT_REVENUE_PERCENTAGE,0.05_SLOTS_NUMBER_OF_SLOT_MACHINES,0.25_SLOTS_SLOT_COIN_IN,0.25_SLOTS_SLOT_REVENUE,0.25_SLOTS_SLOT_REVENUE_PERCENTAGE,0.25_SLOTS_NUMBER_OF_SLOT_MACHINES,1.00_SLOTS_SLOT_COIN_IN,1.00_SLOTS_SLOT_REVENUE,1.00_SLOTS_SLOT_REVENUE_PERCENTAGE,1.00_SLOTS_NUMBER_OF_SLOT_MACHINES,2.00_SLOTS_SLOT_COIN_IN,2.00_SLOTS_SLOT_REVENUE,2.00_SLOTS_SLOT_REVENUE_PERCENTAGE,2.00_SLOTS_NUMBER_OF_SLOT_MACHINES,5.00_SLOTS_SLOT_COIN_IN,5.00_SLOTS_SLOT_REVENUE,5.00_SLOTS_SLOT_REVENUE_PERCENTAGE,5.00_SLOTS_NUMBER_OF_SLOT_MACHINES,10.00_SLOTS_SLOT_COIN_IN,10.00_SLOTS_SLOT_REVENUE,10.00_SLOTS_SLOT_REVENUE_PERCENTAGE,10.00_SLOTS_NUMBER_OF_SLOT_MACHINES,25.00_SLOTS_SLOT_COIN_IN,25.00_SLOTS_SLOT_REVENUE,25.00_SLOTS_SLOT_REVENUE_PERCENTAGE,25.00_SLOTS_NUMBER_OF_SLOT_MACHINES,100.00_SLOTS_SLOT_COIN_IN,100.00_SLOTS_SLOT_REVENUE,100.00_SLOTS_SLOT_REVENUE_PERCENTAGE,100.00_SLOTS_NUMBER_OF_SLOT_MACHINES
2020-03-01,Harrah's Council Bluffs Casino & Hotel,3155685,44643,71,21405,5,2237211,440230,19.68,22,645,14480716,26998634,2715455,10.06,519,169,15778,15778,25245,6311,631135,,947126,203004,21.43,12,428303,48542,11.33,1,189157,41162,21.76,2,9125,5825,63.84,1,0,0,0.0,0,100928,26032,25.79,1,409872,83504,20.37,3,152700,32161,21.06,2,0,0,0.0,0,377024.0,14431.0,3.83,3.0,17885769.0,2039501.0,11.4,377.0,1802706.0,159024.0,8.82,37.0,2320592.0,179702.0,7.74,46.0,3891388.0,270374.0,6.95,43.0,0.0,0.0,0.0,0.0,534380.0,58385.0,10.93,10.0,0.0,0.0,0.0,0.0,186775.0,22900.0,12.26,3.0,0.0,0.0,0.0,0.0
2020-03-01,Horseshoe Casino Council Bluffs,7638004,77671,98,59931,4,5480561,1238344,22.6,67,596,35473780,60375534,6399660,10.6,1368,151,38190,38190,61104,15276,1680359,,1644377,340756,20.72,25,1069523,221584,20.72,4,424484,67138,15.82,5,299920,113335,37.79,2,239725,49292,20.56,2,285914,64868,22.69,2,177130,20360,11.49,1,1212247,233770,19.28,8,127241,127241,100.0,18,1032244.0,43358.0,4.2,11.0,39275799.0,4723190.0,12.03,916.0,4136883.0,308715.0,7.46,71.0,8168186.0,507110.0,6.21,200.0,6513247.0,599557.0,9.21,143.0,0.0,0.0,0.0,0.0,799215.0,138490.0,17.33,17.0,213560.0,32940.0,15.42,4.0,227100.0,46400.0,20.43,4.0,9300.0,100.0,1.08,2.0
2020-03-01,Isle Casino Hotel Waterloo,3918966,42523,92,37442,3,1867184,480407,25.73,34,456,23045965,33843024,3438559,10.16,889,125,19595,19595,31352,7838,783791,,661199,145904,22.07,10,118635,25022,21.09,2,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,224613,42565,18.95,12,862737,266916,30.94,10,0,0,0.0,0,617641.0,73150.0,11.84,21.0,23526413.0,2731980.0,11.61,664.0,847909.0,71667.0,8.45,30.0,2355469.0,147004.0,6.24,75.0,5343465.0,395170.0,7.4,82.0,124932.0,2142.0,1.71,1.0,684895.0,28155.0,4.11,11.0,146450.0,10510.0,7.18,3.0,195850.0,199.0,0.1,2.0,0.0,0.0,0.0,0.0
2020-03-01,Isle of Capri - Bettendorf,2783417,31150,89,35459,3,1022261,173938,17.02,16,351,15920109,24329681,2609479,10.73,905,93,13917,13917,22267,5567,556682,,555004,96869,17.45,6,84557,24688,29.2,1,56927,5458,9.59,1,91300,1475,1.62,1,51461,8665,16.84,1,16481,7824,47.47,1,116983,24611,21.04,2,49548,4348,8.78,3,0,0,0.0,0,60150.0,11000.0,18.29,6.0,16997268.0,1976288.0,11.63,671.0,1140812.0,66491.0,5.83,26.0,2568346.0,200737.0,7.82,96.0,2770312.0,294891.0,10.64,87.0,20628.0,2602.0,12.61,2.0,583400.0,32325.0,5.54,12.0,81440.0,16870.0,20.71,3.0,107325.0,8275.0,7.71,2.0,0.0,0.0,0.0,0.0
2020-03-01,Lakeside Casino,2156269,21901,98,24475,3,415014,96126,23.16,11,282,14171968,19295575,2060143,10.68,667,100,10781,10781,17250,4313,431252,,181794,30749,16.91,5,80783,2680,3.32,1,6940,541,7.8,1,92202,48945,53.08,1,8165,1852,22.68,1,45130,16719,37.05,2,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,178618.0,5021.0,2.81,2.0,15810631.0,1763249.0,11.15,546.0,209921.0,7839.0,3.73,17.0,1458673.0,131377.0,9.01,77.0,990792.0,108133.0,10.91,14.0,0.0,0.0,0.0,0.0,458910.0,20747.0,4.52,7.0,123080.0,13402.0,10.89,3.0,64950.0,10375.0,15.97,1.0,0.0,0.0,0.0,0.0
2020-03-01,Prairie Meadows Racetrack & Casino,9177162,117436,78,79064,4,4478555,1194414,26.67,49,786,64895222,93183225,7982748,8.57,1676,154,45886,45886,73417,18354,2018973,,1785337,405880,22.73,22,486606,170954,35.13,2,305528,75774,24.8,3,295556,104881,35.49,2,194384,41716,21.46,2,195905,36769,18.77,2,452238,56138,12.41,2,670123,209424,31.25,5,92878,92878,100.0,9,1738302.0,168986.0,9.72,8.0,58409288.0,5906077.0,10.11,1239.0,3206990.0,185195.0,5.77,71.0,4814843.0,297437.0,6.18,101.0,21263224.0,1167469.0,5.49,222.0,138068.0,10672.0,7.73,2.0,2945795.0,171379.0,5.82,26.0,288340.0,21135.0,7.33,4.0,261775.0,54750.0,20.91,2.0,116600.0,352.0,0.3,1.0
2020-03-01,Q Casino,2227905,31854,70,44359,2,891738,219784,24.65,21,338,14344787,21734545,2008121,9.24,811,80,11139,11139,17823,4456,445579,,313248,81212,25.93,8,87937,12906,14.68,1,22040,8049,36.52,1,81377,18800,23.1,1,113494,33815,29.79,1,30981,10525,33.97,1,154234,17931,11.63,2,80972,29091,35.93,4,7455,7455,100.0,2,0.0,0.0,0.0,0.0,16223988.0,1693162.0,10.44,617.0,683643.0,47876.0,7.0,31.0,2462383.0,141566.0,5.75,90.0,2151146.0,119959.0,5.58,69.0,0.0,0.0,0.0,0.0,213385.0,5558.0,2.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,Rhythm City Casino,3427362,51740,66,38022,3,1329376,291756,21.95,23,409,21271168,31624389,3135606,9.92,864,117,17137,17137,27419,6855,685470,,577470,56040,9.7,10,191328,64841,33.89,2,101705,24607,24.19,2,90051,36920,41.0,1,77527,37459,48.32,1,41423,6790,16.39,1,186706,46406,24.86,3,63166,18693,29.59,3,0,0,0.0,0,0.0,0.0,0.0,0.0,23644387.0,2600673.0,11.0,693.0,1154853.0,73661.0,6.38,29.0,2056336.0,169464.0,8.24,67.0,3131302.0,200815.0,6.41,57.0,200166.0,11063.0,5.53,5.0,659075.0,28870.0,4.38,8.0,436570.0,30860.0,7.07,3.0,341700.0,20200.0,5.91,2.0,0.0,0.0,0.0,0.0
2020-03-01,Riverside Casino and Golf Resort,4041194,67520,60,51598,3,1886896,406761,21.56,43,305,27052604,39166629,3634433,9.28,909,129,20249,20249,32398,8099,809946,,733775,77691,10.59,18,171402,62061,36.21,2,198629,46134,23.23,3,185474,47883,25.82,2,128486,45306,35.26,2,76156,24744,32.49,1,303786,55423,18.24,2,57983,16314,28.14,3,31205,31205,100.0,10,1544455.0,105088.0,6.8,12.0,26408833.0,2797686.0,10.59,610.0,2291995.0,133444.0,5.82,66.0,4265957.0,309682.0,7.26,147.0,3222301.0,198092.0,6.15,44.0,145808.0,678.0,0.46,4.0,960995.0,81205.0,8.45,21.0,255710.0,4834.0,1.89,3.0,70575.0,3724.0,5.28,2.0,0.0,0.0,0.0,0.0
2020-03-01,Wild Rose - Clinton,1289343,19071,68,19574,2,429005,81885,19.09,11,240,9081469,12678418,1207458,9.52,539,72,6447,6447,10315,2579,257867,,129911,12467,9.6,5,69191,28215,40.78,1,0,0,0.0,0,32425,5488,16.93,1,47602,21311,44.77,1,0,0,0.0,0,146826,12484,8.5,2,3050,1920,62.95,1,0,0,0.0,0,33606.0,5892.0,17.53,1.0,9558751.0,996208.0,10.42,412.0,578773.0,44888.0,7.76,23.0,1117950.0,71904.0,6.43,57.0,1125263.0,75066.0,6.67,37.0,0.0,0.0,0.0,0.0,228875.0,7675.0,3.35,8.0,0.0,0.0,0.0,0.0,35200.0,5825.0,16.55,1.0,0.0,0.0,0.0,0.0
2020-03-01,Wild Rose - Emmetsburg,1142682,15921,72,16790,2,338711,86741,25.61,11,254,7648940,11178220,1055941,9.45,500,68,5713,5713,9141,2285,228535,,136944,40485,29.56,5,4990,4323,86.63,1,0,0,0.0,0,18730,8250,44.05,1,23699,6864,28.96,1,10935,819,7.49,1,143413,26000,18.13,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,8463205.0,899397.0,10.63,369.0,245078.0,25174.0,10.27,18.0,908867.0,58809.0,6.47,51.0,1412710.0,58361.0,4.13,52.0,0.0,0.0,0.0,0.0,138350.0,12870.0,9.3,9.0,10010.0,1330.0,13.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,Wild Rose - Jefferson,1286994,18942,68,16686,2,458922,82320,17.94,12,221,8450728,12867858,1204674,9.36,514,76,6435,6435,10296,2574,257396,,200221,13757,6.87,6,14410,8280,57.46,1,0,0,0.0,0,64425,16725,25.96,1,48604,16852,34.67,1,17703,75,0.42,1,113559,26631,23.45,2,0,0,0.0,0,0,0,0.0,0,129676.0,7583.0,5.85,4.0,9044808.0,930059.0,10.28,377.0,309497.0,27674.0,8.94,28.0,974697.0,68220.0,7.0,48.0,2280855.0,168328.0,7.38,54.0,0.0,0.0,0.0,0.0,67425.0,5870.0,8.71,2.0,60900.0,3060.0,5.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,Ameristar II,0,0,0,35125,0,0,0,0.0,25,0,0,0,0,0.0,1509,0,0,0,0,0,0,19.0,0,0,0.0,13,0,0,0.0,2,0,0,0.0,2,0,0,0.0,0,0,0,0.0,3,0,0,0.0,0,0,0,0.0,1,0,0,0.0,4,0,0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1252.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
2020-04-01,Casino Queen - Marquette,0,0,0,17514,0,0,0,0.0,9,0,0,0,0,0.0,453,0,0,0,0,0,0,,0,0,0.0,4,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0.0,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,331.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,Catfish Bend Casino,0,0,0,26815,0,0,0,0.0,25,0,0,0,0,0.0,643,0,0,0,0,0,0,,0,0,0.0,10,0,0,0.0,2,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,2,0,0,0.0,0,0,0,0.0,3,0,0,0.0,5,0.0,0.0,0.0,97.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,Diamond Jo - Dubuque,0,0,0,41408,0,0,0,0.0,22,0,0,0,0,0.0,866,0,0,0,0,0,0,,0,0,0.0,10,0,0,0.0,2,0,0,0.0,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,0.0,3,0,0,0.0,5,0,0,0.0,0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,677.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,Diamond Jo - Worth,0,0,0,35140,0,0,0,0.0,33,0,0,0,0,0.0,871,0,0,0,0,0,0,,0,0,0.0,14,0,0,0.0,3,0,0,0.0,2,0,0,0.0,0,0,0,0.0,1,0,0,0.0,1,0,0,0.0,2,0,0,0.0,3,0,0,0.0,7,0.0,0.0,0.0,29.0,0.0,0.0,0.0,658.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,Grand Falls Casino Resort,0,0,0,42042,0,0,0,0.0,36,0,0,0,0,0.0,722,0,0,0,0,0,0,,0,0,0.0,17,0,0,0.0,2,0,0,0.0,3,0,0,0.0,2,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2020-04-01,Hard Rock Casino,0,0,0,40901,0,0,0,0.0,27,0,0,0,0,0.0,815,0,0,0,0,0,0,,0,0,0.0,15,0,0,0.0,2,0,0,0.0,2,0,0,0.0,0,0,0,0.0,1,0,0,0.0,2,0,0,0.0,2,0,0,0.0,3,0,0,0.0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2020-04-01,Harrah's Council Bluffs Casino & Hotel,0,0,0,21405,0,0,0,0.0,20,0,0,0,0,0.0,518,0,0,0,0,0,0,,0,0,0.0,11,0,0,0.0,1,0,0,0.0,2,0,0,0.0,1,0,0,0.0,0,0,0,0.0,1,0,0,0.0,3,0,0,0.0,1,0,0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,378.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2020-04-01,Horseshoe Casino Council Bluffs,0,0,0,59931,0,0,0,0.0,67,0,0,0,0,0.0,1367,0,0,0,0,0,0,,0,0,0.0,25,0,0,0.0,4,0,0,0.0,5,0,0,0.0,2,0,0,0.0,2,0,0,0.0,2,0,0,0.0,1,0,0,0.0,8,0,0,0.0,18,0.0,0.0,0.0,10.0,0.0,0.0,0.0,916.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0
2020-04-01,Isle Casino Hotel Waterloo,0,0,0,37442,0,0,0,0.0,34,0,0,0,0,0.0,890,0,0,0,0,0,0,,0,0,0.0,10,0,0,0.0,2,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,12,0,0,0.0,10,0,0,0.0,0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,665.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2020-04-01,Isle of Capri - Bettendorf,0,0,0,35459,0,0,0,0.0,16,0,0,0,0,0.0,902,0,0,0,0,0,0,,0,0,0.0,6,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,2,0,0,0.0,3,0,0,0.0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,671.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2020-04-01,Lakeside Casino,0,0,0,24475,0,0,0,0.0,11,0,0,0,0,0.0,667,0,0,0,0,0,0,,0,0,0.0,5,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,2,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,546.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-04-01,Prairie Meadows Racetrack & Casino,0,0,0,79064,0,0,0,0.0,49,0,0,0,0,0.0,1676,0,0,0,0,0,0,,0,0,0.0,22,0,0,0.0,2,0,0,0.0,3,0,0,0.0,2,0,0,0.0,2,0,0,0.0,2,0,0,0.0,2,0,0,0.0,5,0,0,0.0,9,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1239.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
2020-04-01,Q Casino,0,0,0,44359,0,0,0,0.0,21,0,0,0,0,0.0,811,0,0,0,0,0,0,,0,0,0.0,8,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,2,0,0,0.0,4,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,Rhythm City Casino,0,0,0,38022,0,0,0,0.0,23,0,0,0,0,0.0,864,0,0,0,0,0,0,,0,0,0.0,10,0,0,0.0,2,0,0,0.0,2,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,3,0,0,0.0,3,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2020-04-01,Riverside Casino and Golf Resort,0,0,0,51598,0,0,0,0.0,43,0,0,0,0,0.0,909,0,0,0,0,0,0,,0,0,0.0,18,0,0,0.0,2,0,0,0.0,3,0,0,0.0,2,0,0,0.0,2,0,0,0.0,1,0,0,0.0,2,0,0,0.0,3,0,0,0.0,10,0.0,0.0,0.0,12.0,0.0,0.0,0.0,610.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2020-04-01,Wild Rose - Clinton,0,0,0,19574,0,0,0,0.0,11,0,0,0,0,0.0,538,0,0,0,0,0,0,,0,0,0.0,5,0,0,0.0,1,0,0,0.0,0,0,0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0.0,2,0,0,0.0,1,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-04-01,Wild Rose - Emmetsburg,0,0,0,16790,0,0,0,0.0,11,0,0,0,0,0.0,498,0,0,0,0,0,0,,0,0,0.0,5,0,0,0.0,1,0,0,0.0,0,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,Wild Rose - Jefferson,0,0,0,16686,0,0,0,0.0,12,0,0,0,0,0.0,514,0,0,0,0,0,0,,0,0,0.0,6,0,0,0.0,1,0,0,0.0,0,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,377.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,Ameristar II,0,0,0,35125,0,0,0,0.0,25,0,0,0,0,0.0,1509,0,0,0,0,0,0,19.0,0,0,0.0,13,0,0,0.0,2,0,0,0.0,2,0,0,0.0,0,0,0,0.0,3,0,0,0.0,0,0,0,0.0,1,0,0,0.0,4,0,0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1252.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
2020-05-01,Casino Queen - Marquette,0,0,0,17514,0,0,0,0.0,6,0,0,0,0,0.0,148,0,0,0,0,0,0,,0,0,0.0,3,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,Catfish Bend Casino,0,0,0,26815,0,0,0,0.0,25,0,0,0,0,0.0,643,0,0,0,0,0,0,,0,0,0.0,10,0,0,0.0,2,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,2,0,0,0.0,0,0,0,0.0,3,0,0,0.0,5,0.0,0.0,0.0,97.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
